id,product_id,sku,color,size,stock,price_cents,is_active
93a78a65-8a38-44b3-90dc-9499a883669d,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,NV-10001-BLA-XL,Black,XL,2,12000,True
bc41dd77-34e8-4ade-aec0-093d9f87958f,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,NV-10001-BLA-XXL,Black,XXL,12,12000,True
8c2d1fc5-e9aa-4356-b5f5-5fd87f406a55,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-COB-XS,Cobalt,XS,14,12200,True
e771634e-749e-486d-8cb2-ee1a4c4b846f,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-COB-S,Cobalt,S,20,12200,True
b5404789-2255-4ecb-8f18-e68b48478288,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-COB-M,Cobalt,M,26,12200,True
47b02212-305f-4fd1-84c3-d24216b1495f,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-COB-L,Cobalt,L,11,12200,True
fb0223de-eb37-4480-ab78-0a304663edeb,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-COB-XL,Cobalt,XL,5,12200,True
33057492-6237-440d-a8e1-04926816557d,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-COB-XXL,Cobalt,XXL,11,12200,True
db11d7a1-8b40-4b28-bc56-5fe79e508489,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-WHI-XS,White,XS,11,12200,True
aef3fdc6-39ca-4d91-a8a1-584fc1faccc6,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-WHI-S,White,S,6,12200,True
20cbf604-2635-4b49-a419-492fc589ae95,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-WHI-M,White,M,21,12200,True
b13b425d-578d-42f6-a3c2-18fa73c99f98,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-WHI-L,White,L,8,12200,True
f2ed5e4f-2684-4d73-bec8-dddc2dd7390b,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-WHI-XL,White,XL,22,12200,True
1abd08d9-2466-4298-9f94-7493a50f3526,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-WHI-XXL,White,XXL,21,12200,True
6e339a66-65ef-41e3-876c-b0f22752d41a,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-SAN-XS,Sand,XS,20,12200,True
6f057561-ff24-464e-aba9-6443610df23b,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-SAN-S,Sand,S,2,12200,True
035eb2fa-854d-492e-b3af-15a011c7e3b9,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-SAN-M,Sand,M,19,12200,True
6c157b13-5e1f-430b-a16d-6990c787106d,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-SAN-L,Sand,L,20,12200,True
f1a4720a-34a2-4d07-9a26-9fb088ee1d39,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-SAN-XL,Sand,XL,5,12200,True
d3cdf6f5-5a49-4546-918f-e51e958b9ff2,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-SAN-XXL,Sand,XXL,17,12200,True
3afb6b3f-cecf-4813-bdbe-5e6e1bef9eaf,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-BUR-XS,Burgundy,XS,23,12200,True
b349476a-0c3d-4427-aef6-ebc53f2ad74c,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-BUR-S,Burgundy,S,7,12200,True
7f7d13db-efcd-496f-8d76-1155f504b1e5,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-BUR-M,Burgundy,M,5,12200,True
72c129e7-61da-4042-a2c0-ad0a763485a5,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-BUR-L,Burgundy,L,14,12200,True
8a2d9105-6d50-4c46-bb55-160f366a1428,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-BUR-XL,Burgundy,XL,12,12200,True
800ac823-1725-45a2-9878-59c86be77a9e,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-BUR-XXL,Burgundy,XXL,8,12200,True
5d6515c8-1a8e-4f75-937d-6c952e9291b9,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-NAV-XS,Navy,XS,20,12200,True
0f9375d0-0370-402d-9473-cf2332099388,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-NAV-S,Navy,S,22,12200,True
87174026-d9d6-4fc9-b9b4-cc77ae92086e,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-NAV-M,Navy,M,17,12200,True
73d6b6a3-27d7-4fda-a1d0-ded809207c6a,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-NAV-L,Navy,L,7,12200,True
4fd58aa3-06d6-4845-a5e9-cf01c6292677,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-NAV-XL,Navy,XL,21,12200,True
3c46f66f-3918-4e79-944f-71687eab23e4,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-NAV-XXL,Navy,XXL,10,12200,True
01a443a1-82c0-46e3-ae31-42c4f34aacf8,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-RED-XS,Red,XS,26,12200,True
1b3c87ba-da28-4168-bc42-b3fa1575edce,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-RED-S,Red,S,24,12200,True
ae310106-b273-42af-a083-4fa672bc003e,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-RED-M,Red,M,24,12200,True
e93ad5d3-8696-404e-b798-f0818ad68516,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-RED-L,Red,L,1,12200,True
a3f25933-1463-4156-abf2-32fd2a4460a9,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-RED-XL,Red,XL,7,12200,True
50c05cfb-a3e2-43bf-935b-d3efa696218a,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,NV-10002-RED-XXL,Red,XXL,26,12200,True
3bd1952e-3849-488c-a007-ab336fd00374,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-HEA-XS,Heather Gray,XS,4,12300,True
cebd7df0-bcf3-4202-9d60-4333337ca8c4,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-HEA-S,Heather Gray,S,16,12300,True
6fe35c63-9ace-466c-9a07-4c8647269c49,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-HEA-M,Heather Gray,M,15,12300,True
06ab3f4b-efc3-43f8-97d1-d8aeaea67da4,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-HEA-L,Heather Gray,L,2,12300,True
3aa19b77-acd9-45dd-b829-5b6d5064405c,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-HEA-XL,Heather Gray,XL,24,12300,True
7154d4f7-b381-441d-8758-4f898c3df06b,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-HEA-XXL,Heather Gray,XXL,1,12300,True
296ed35c-bb03-4187-a174-2274f308e73e,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-BUR-XS,Burgundy,XS,27,12300,True
debcf84e-6d82-4885-a1a5-ee2578006761,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-BUR-S,Burgundy,S,3,12300,True
0108c51b-dfa4-45a4-99aa-4867d799ca3d,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-BUR-M,Burgundy,M,4,12300,True
c845ce58-34c9-4267-81c9-3e71416abe2d,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-BUR-L,Burgundy,L,20,12300,True
7e33e613-7edb-43fc-823f-3275b3f6050b,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-BUR-XL,Burgundy,XL,5,12300,True
f3e702cb-cd24-4fc9-99a6-d8abac22f548,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-BUR-XXL,Burgundy,XXL,25,12300,True
f641ec21-cbd3-4ec7-ad1f-2f1b47f07f4c,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-CRE-XS,Cream,XS,21,12300,True
36cf9b54-8fd8-4bc6-8107-f13fd8d6cf00,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-CRE-S,Cream,S,13,12300,True
2adc6982-cf5d-48b9-98c6-d853ba994fc4,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-CRE-M,Cream,M,19,12300,True
501e96d1-1023-4ce3-be54-c0efc2323df3,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-CRE-L,Cream,L,2,12300,True
c31d80f7-0d42-4084-9e85-2ac1bb41d606,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-CRE-XL,Cream,XL,12,12300,True
016297bb-3549-4b9c-8fd7-9c2cd5774b12,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-CRE-XXL,Cream,XXL,12,12300,True
ec8d3224-8079-40eb-b777-9ba37f3eb532,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-SAN-XS,Sand,XS,19,12300,True
abd32b8d-5b17-4533-9b64-27a64de7ac4f,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-SAN-S,Sand,S,14,12300,True
2a4410cb-4203-449e-bd4b-c6cbd069a229,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-SAN-M,Sand,M,16,12300,True
c096469e-6b67-4922-8bd8-bf5f880d3a1c,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-SAN-L,Sand,L,8,12300,True
7eb928a2-c203-466a-be3b-a102a45fbb8a,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-SAN-XL,Sand,XL,17,12300,True
5acfdc03-3a1c-476c-aef9-f2ceec982b48,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-SAN-XXL,Sand,XXL,27,12300,True
90b687aa-2072-4333-80a3-bb9a9e77cd9b,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-RED-XS,Red,XS,0,12300,True
c2383dff-a723-4aa2-8963-22d06b7af83e,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-RED-S,Red,S,21,12300,True
a5f3d491-5fa3-483b-a1c3-b6e40a846d62,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-RED-M,Red,M,23,12300,True
917fa650-f7d9-44f9-bdd2-0154e146a956,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-RED-L,Red,L,3,12300,True
3466df4a-8843-40b2-afbb-1343b57d18d8,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-RED-XL,Red,XL,21,12300,True
0d18a8a7-77ac-4164-b3fd-609b329cafc1,172a8ebe-b048-4ac6-9a69-d767de3b83ac,NV-10003-RED-XXL,Red,XXL,28,12300,True
72f2518f-f6ad-4bb2-8522-45cfe0186007,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-TEA-XS,Teal,XS,16,10300,True
c22ff9e3-9678-410d-b1a5-daa98ea20407,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-TEA-S,Teal,S,0,10300,True
544472ae-b6f6-4a95-ace3-d35e7b15e503,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-TEA-M,Teal,M,19,10300,True
d6bcf203-c112-4def-86fd-0e6b23dfc5eb,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-TEA-L,Teal,L,10,10300,True
17fba23c-042f-49ad-94c5-484b6ebffff7,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-TEA-XL,Teal,XL,15,10300,True
2dbc5282-a1a4-4dd3-bc9b-7e9a08f6508c,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-TEA-XXL,Teal,XXL,0,10300,True
5b10b5dd-349c-4469-809f-884e91bf3d44,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-NAV-XS,Navy,XS,3,10300,True
40b5f325-d7cf-448a-8a99-54b237a4263b,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-NAV-S,Navy,S,11,10300,True
0793666c-04f5-415b-b1ff-4cd675a80b03,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-NAV-M,Navy,M,28,10300,True
ff49a9b1-7c51-4384-8971-f88b0f59c12e,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-NAV-L,Navy,L,26,10300,True
4c6f5e3c-684d-480c-841b-4b348c7dd06e,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-NAV-XL,Navy,XL,25,10300,True
4f98c89b-745e-4178-ba1b-f1a63878c8a4,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-NAV-XXL,Navy,XXL,9,10300,True
ba2afcfa-1658-4d6b-a532-adc92934ab92,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-COB-XS,Cobalt,XS,7,10300,True
19100de0-184a-4312-9ae3-f362a5fd5a24,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-COB-S,Cobalt,S,1,10300,True
9462ecd6-7495-463e-bb10-7241ce70a112,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-COB-M,Cobalt,M,7,10300,True
d188d615-5e9d-449d-9c61-519a63525555,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-COB-L,Cobalt,L,28,10300,True
6adb77ab-32b3-40a4-b04f-d50a9c6ca518,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-COB-XL,Cobalt,XL,18,10300,True
683910fb-46fa-4e18-b51d-fa0a60cab2b8,972c29c2-4b94-446a-8140-6e306bc92453,NV-10004-COB-XXL,Cobalt,XXL,2,10300,True
0cb92648-86a0-471b-ae65-5f40f814556e,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-BUR-XS,Burgundy,XS,3,15700,True
f3d48e0b-d667-478f-bea2-1e5afcffe495,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-BUR-S,Burgundy,S,7,15700,True
621c35d1-3570-4b18-8107-8005e11626e1,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-BUR-M,Burgundy,M,7,15700,True
fc5204e2-0bd6-494c-9900-009fbae50896,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-BUR-L,Burgundy,L,2,15700,True
8b1fe3f7-6a37-4f4f-b064-5241ede51777,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-BUR-XL,Burgundy,XL,10,15700,True
b6ecd875-5dc7-4576-881f-5f4627d00c93,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-BUR-XXL,Burgundy,XXL,0,15700,True
59264073-d7b8-49ac-a191-37073a38cdb5,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-CRE-XS,Cream,XS,18,15700,True
95f649fd-d164-4eeb-8337-8fa4a87b9570,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-CRE-S,Cream,S,17,15700,True
2eb6e02b-a240-462a-bf5f-63d1144e5f47,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-CRE-M,Cream,M,7,15700,True
ffe8e2a8-09bd-4104-8289-21b5420ce933,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-CRE-L,Cream,L,18,15700,True
f389b311-dc9b-49cb-a3e1-3669355ac9c8,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-CRE-XL,Cream,XL,7,15700,True
b1f05e01-9594-49ed-bf66-3635d6a76ee7,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-CRE-XXL,Cream,XXL,0,15700,True
33578766-b19b-48a2-b23d-8bd321da4bce,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-COB-XS,Cobalt,XS,2,15700,True
d08b85b2-4ced-4e8d-a4ff-e7f7adf080b5,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-COB-S,Cobalt,S,22,15700,True
780c12db-466f-46ce-963f-7ef17899daf1,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-COB-M,Cobalt,M,20,15700,True
951f852e-4ff2-4cb0-bb43-da778214a02d,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-COB-L,Cobalt,L,1,15700,True
35d56a84-dcdb-4702-901b-b27f03bd2628,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-COB-XL,Cobalt,XL,7,15700,True
d815948f-b0c2-42bd-8633-908d67df821b,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-COB-XXL,Cobalt,XXL,2,15700,True
c7f74cd8-cea3-421d-b1bc-961b4869dede,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-CHA-XS,Charcoal,XS,28,15700,True
685aefa2-29b7-4962-8af1-d4f5dadd526d,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-CHA-S,Charcoal,S,1,15700,True
1c324532-cdfd-437a-8b49-29194c985497,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-CHA-M,Charcoal,M,27,15700,True
ae5e88c3-8f26-4e21-85c7-2f2d0e069811,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-CHA-L,Charcoal,L,10,15700,True
3e947dd9-163c-42c0-88cd-627eb73acb2d,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-CHA-XL,Charcoal,XL,2,15700,True
4b1a7879-f903-452f-a1a6-3373f2412267,7168ea4b-1676-4d58-8dc4-f4242caa9ddc,NV-10005-CHA-XXL,Charcoal,XXL,16,15700,True
831e94d7-8b38-4888-9253-cd8c51ed15c7,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-HEA-XS,Heather Gray,XS,6,11600,True
a16036fd-34a8-41cd-a7dd-e8317771770d,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-HEA-S,Heather Gray,S,6,11600,True
a8686910-4e2a-405a-bc64-f4b87ad855eb,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-HEA-M,Heather Gray,M,17,11600,True
506505c1-4ea7-42c8-beef-204b774219cd,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-HEA-L,Heather Gray,L,14,11600,True
e7b72d9b-adcd-4216-8524-ba192d53f308,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-HEA-XL,Heather Gray,XL,4,11600,True
4b527607-db53-45e6-9027-76518c98b023,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-HEA-XXL,Heather Gray,XXL,13,11600,True
3188d072-5165-4cfe-9f4b-7f4ad6ce08d1,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-CRE-XS,Cream,XS,5,11600,True
61637d3e-7a88-40c6-89ae-fbe75b046d4a,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-CRE-S,Cream,S,8,11600,True
5ec4540a-a9c0-432c-801b-4ca2f59c9e90,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-CRE-M,Cream,M,14,11600,True
6e18f5b0-5e19-4264-843e-a553cf2a3332,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-CRE-L,Cream,L,7,11600,True
4a17a341-2a23-490a-a5e1-c280085ce9b7,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-CRE-XL,Cream,XL,27,11600,True
df353c6e-70d9-4c42-b300-2f5fe324434d,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-CRE-XXL,Cream,XXL,2,11600,True
a3fe6f20-c6cd-4133-a4c2-203aec2f36b3,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-SAN-XS,Sand,XS,14,11600,True
4d88b463-3c9b-44f2-98e7-51df23f7d49b,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-SAN-S,Sand,S,25,11600,True
9df38cc9-9a84-4a3d-892d-8348f363dde0,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-SAN-M,Sand,M,27,11600,True
0b0cc6e1-0f2a-4950-b8e2-fe6077762fe2,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-SAN-L,Sand,L,27,11600,True
196d0df3-d8c4-427d-a096-608f92a5a1ad,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-SAN-XL,Sand,XL,17,11600,True
2e31a39c-1dca-46b0-a439-9c853ea66eaa,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-SAN-XXL,Sand,XXL,3,11600,True
d6ded0f7-02c0-4ddc-880d-7b4ff8e8c1dd,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-TEA-XS,Teal,XS,1,11600,True
6604ac10-1f1a-4e64-97b5-3898d9c2b66d,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-TEA-S,Teal,S,20,11600,True
e8ed5a11-56f1-4c22-8969-7472ed279157,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-TEA-M,Teal,M,17,11600,True
36fc5e25-7bd1-4516-bb51-bd8dc029aec7,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-TEA-L,Teal,L,26,11600,True
112eab9b-69c1-46cb-86c2-fd9205e732df,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-TEA-XL,Teal,XL,0,11600,True
0f1f0eeb-4633-480c-850d-3d33207b2899,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-TEA-XXL,Teal,XXL,2,11600,True
919ad4d5-6cef-4e54-b52d-d33d3a84b297,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-WHI-XS,White,XS,24,11600,True
09cc081d-afea-489a-9469-29c0339ba8e5,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-WHI-S,White,S,27,11600,True
fe44f24a-a197-4be1-9c3d-ed77b5f3f634,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-WHI-M,White,M,7,11600,True
c773dfcb-1b64-49d2-b2e5-c8c50ad479c9,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-WHI-L,White,L,5,11600,True
bb68b18e-4a8c-46ab-b573-1aa0b5b2df59,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-WHI-XL,White,XL,13,11600,True
82016144-4024-4d21-a120-01e2b596de9d,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-WHI-XXL,White,XXL,15,11600,True
9b9fe3ae-2e95-47a3-9acb-0e4891b36fd8,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-BLA-XS,Black,XS,15,11600,True
6ae0b3e4-1b5f-45a5-a1a0-518d59581f52,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-BLA-S,Black,S,6,11600,True
70021f39-29d2-42be-a594-423b9b055055,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-BLA-M,Black,M,27,11600,True
c997925e-272a-45b1-9308-359db5dc00b5,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-BLA-L,Black,L,12,11600,True
59c7ca73-df60-422f-9e2e-5682e468d3b8,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-BLA-XL,Black,XL,28,11600,True
373c73a0-2254-4353-852f-0260ae8477a4,7594981e-3bf6-4ed3-af07-69b726c4f0ca,NV-10006-BLA-XXL,Black,XXL,1,11600,True
c9a3ef99-759e-4ec1-970e-026da54b0bf4,e0746308-fdcb-4ecb-888a-f96bcd8d6463,NV-10007-NAV-XS,Navy,XS,5,12200,True
b69a0048-7c09-472a-aa64-0d0d028aeb26,e0746308-fdcb-4ecb-888a-f96bcd8d6463,NV-10007-NAV-S,Navy,S,1,12200,True
35f5b23b-91d4-47d0-bebc-8ef08ced7f48,e0746308-fdcb-4ecb-888a-f96bcd8d6463,NV-10007-NAV-M,Navy,M,16,12200,True
03210ea4-93c1-40ba-8903-f6b6f42a2d87,e0746308-fdcb-4ecb-888a-f96bcd8d6463,NV-10007-NAV-L,Navy,L,2,12200,True
66d446e6-48e6-412f-ad61-2331d603fae3,e0746308-fdcb-4ecb-888a-f96bcd8d6463,NV-10007-NAV-XL,Navy,XL,27,12200,True
0d4fb5c4-41b4-4135-883e-10a21cd7d916,e0746308-fdcb-4ecb-888a-f96bcd8d6463,NV-10007-NAV-XXL,Navy,XXL,5,12200,True
a5c0be66-6a9e-4d82-9ba9-e52901d14c1b,e0746308-fdcb-4ecb-888a-f96bcd8d6463,NV-10007-SAN-XS,Sand,XS,2,12200,True
ea421047-44ef-4bef-a7ad-42d8cda416a3,e0746308-fdcb-4ecb-888a-f96bcd8d6463,NV-10007-SAN-S,Sand,S,19,12200,True
7569a775-c5f7-4597-8619-0c20bbb5aeb6,e0746308-fdcb-4ecb-888a-f96bcd8d6463,NV-10007-SAN-M,Sand,M,2,12200,True
