id,product_id,author_name,rating,title,body,is_verified,helpful_count,created_at
963ffa3a-a2d6-4db8-b199-e8a4a4a11ba5,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Aiden I.,5,Nice fabric and stitching,I’ve worn it a few times now and it still looks new. The fabric feels soft and the fit is relaxed. Would buy again. Great for workouts and it doesn’t feel restrictive.,True,7,2024-03-18T12:31:40.986760+00:00
99e428cd-0718-4a8a-9d34-179b7a5c998d,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Chris B.,3,My new favorite,Really happy with this purchase. The material feels smooth and it’s comfortable for work. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,2,2024-01-13T23:54:40.986774+00:00
cd0ab066-64a2-4d05-bb2d-ec4297408b2f,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Noah W.,5,"Good, but sizing runs a bit small",Really happy with this purchase. The material feels lightweight and it’s comfortable for daily wear. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,False,4,2024-12-28T16:16:40.986807+00:00
963e5e66-be8c-4877-8c98-43089bf216be,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Mason T.,5,Looks even better in person,Really happy with this purchase. The material feels smooth and it’s comfortable for work. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,11,2024-04-10T07:47:40.986840+00:00
72d25851-0b78-4949-ba4e-09d5934859f5,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Samantha H.,5,Comfortable and breathable,Really happy with this purchase. The material feels lightweight and it’s comfortable for the gym. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,0,2024-12-05T15:18:40.986865+00:00
0cf5271c-1ec2-4488-b05f-20ea58b75f73,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Ava S.,5,Exactly what I needed,"I was a bit skeptical at first, but it exceeded my expectations. Great details, nice stitching, and it’s surprisingly comfortable. Great for workouts and it doesn’t feel restrictive.",False,6,2025-11-09T18:43:40.986880+00:00
45082013-d183-4327-b9b1-435d33662091,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Jordan B.,4,Looks even better in person,Really happy with this purchase. The material feels soft and it’s comfortable for daily wear. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,1,2024-12-29T07:30:40.986893+00:00
3c0f5ea6-c642-40a3-bbc4-6f4d9eceb8ca,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Zoe N.,4,Worth it,I’ve worn it a few times now and it still looks new. The fabric feels thick and premium and the fit is true to size. Would buy again. Great for workouts and it doesn’t feel restrictive.,True,7,2024-07-19T14:11:40.986908+00:00
d530dcb5-8711-4554-bf81-f4ab522d05ef,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Samantha S.,5,Nice fabric and stitching,"I was a bit skeptical at first, but it exceeded my expectations. Great details, nice stitching, and it’s nice and flexible. Great for workouts and it doesn’t feel restrictive.",True,0,2025-11-27T07:00:40.986922+00:00
e71a838f-389c-496a-9dee-6f22881dc559,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Chris C.,5,Perfect fit and super comfortable,The color is true to the photos and the construction feels premium. I’d recommend it if you want something well put together. Great for workouts and it doesn’t feel restrictive.,True,0,2025-07-09T18:54:40.986936+00:00
74f1dcd5-adce-437a-8770-3615d224b6af,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Taylor N.,5,Looks even better in person,"I was a bit skeptical at first, but it exceeded my expectations. Great details, nice stitching, and it’s very breathable. Great for workouts and it doesn’t feel restrictive.",True,15,2024-04-09T06:11:40.986950+00:00
e2e856b8-0627-4fab-b407-ef835812c485,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Liam H.,5,"Good, but sizing runs a bit small",Really happy with this purchase. The material feels smooth and it’s comfortable for running errands. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,10,2024-07-07T05:25:40.986964+00:00
ceaf585c-04af-4781-8a2f-e13dbe120cba,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Samantha B.,4,Nice fabric and stitching,Fits as expected and feels great on the skin. Works well both for the gym and everyday wear. The cut is flattering. Great for workouts and it doesn’t feel restrictive.,True,1,2024-10-05T11:48:40.986981+00:00
aed5fd05-60d9-44bb-a14b-1e49d9f4365c,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Zoe E.,5,My new favorite,Really happy with this purchase. The material feels lightweight and it’s comfortable for weekend trips. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,4,2024-01-13T03:35:40.986996+00:00
92fa0a06-de7c-41c0-85a3-2f3d07c67ce8,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Samantha L.,4,"Good, but sizing runs a bit small",I’ve worn it a few times now and it still looks new. The fabric feels soft and the fit is true to size. Would buy again. Great for workouts and it doesn’t feel restrictive.,False,8,2025-02-04T00:53:40.987010+00:00
359185d2-d7e8-4476-b213-769c48b9b38e,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Nina C.,4,Perfect fit and super comfortable,I’ve worn it a few times now and it still looks new. The fabric feels smooth and the fit is relaxed. Would buy again. Great for workouts and it doesn’t feel restrictive.,False,2,2024-01-17T13:45:40.987024+00:00
2967eb54-7c2f-47ed-9771-feb069033780,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Liam C.,5,Nice fabric and stitching,"I was a bit skeptical at first, but it exceeded my expectations. Great details, nice stitching, and it’s nice and flexible. Great for workouts and it doesn’t feel restrictive.",True,1,2025-11-22T05:51:40.987037+00:00
b463d1d8-db1a-430e-8602-982f98d6baee,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Zoe D.,5,My new favorite,The color is true to the photos and the construction feels premium. I’d recommend it if you want something sporty but not flashy. Great for workouts and it doesn’t feel restrictive.,True,2,2023-12-02T12:50:40.987050+00:00
db6701c9-6539-4ecd-9aa9-9dd90359fb1c,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Sophia I.,5,Comfortable and breathable,The color is true to the photos and the construction feels premium. I’d recommend it if you want something easy to style. Great for workouts and it doesn’t feel restrictive.,True,3,2024-09-17T13:37:40.987066+00:00
3aeed5cf-dc45-47da-ad4e-394f30e369c1,d22ef52f-89ee-4fb6-8de9-c0b108286f2f,Taylor Z.,5,Perfect fit and super comfortable,I’ve worn it a few times now and it still looks new. The fabric feels breathable and the fit is true to size. Would buy again. Great for workouts and it doesn’t feel restrictive.,True,5,2025-02-01T06:55:40.987080+00:00
63cd9329-9f81-47ac-8637-74cba293fdf3,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,Nina M.,4,My new favorite,Really happy with this purchase. The material feels smooth and it’s comfortable for running errands. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,False,5,2024-03-20T10:04:40.987120+00:00
1752567a-60b8-4ce5-a43c-7e54e86b16da,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,Mason P.,5,My new favorite,Really happy with this purchase. The material feels lightweight and it’s comfortable for weekend trips. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,0,2025-05-17T20:49:40.987147+00:00
499b0504-e241-4b54-a49f-f482c258e4cd,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,Dylan H.,4,Nice fabric and stitching,The color is true to the photos and the construction feels premium. I’d recommend it if you want something well put together. Great for workouts and it doesn’t feel restrictive.,True,12,2024-04-07T01:30:40.987162+00:00
4c65c267-6ebe-41d3-9d86-25d33ef42a21,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,Taylor C.,5,Nice fabric and stitching,"I was a bit skeptical at first, but it exceeded my expectations. Great details, nice stitching, and it’s nice and flexible. Great for workouts and it doesn’t feel restrictive.",True,1,2025-12-22T06:13:40.987177+00:00
381f020c-2ebe-446f-a40c-655460d94c16,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,Emma C.,5,My new favorite,Really happy with this purchase. The material feels soft and it’s comfortable for the gym. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,8,2024-04-04T09:48:40.987192+00:00
e0460f54-a168-466c-8afe-788366131cab,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,Ava W.,5,My new favorite,"I was a bit skeptical at first, but it exceeded my expectations. Great details, nice stitching, and it’s warm without being heavy. Great for workouts and it doesn’t feel restrictive.",True,6,2024-06-07T15:10:40.987207+00:00
44c05a47-79ee-46d7-a56f-9294352fc50b,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,Dylan Z.,4,Nice fabric and stitching,Fits as expected and feels great on the skin. Works well both for weekend trips and everyday wear. The cut is flattering. Great for workouts and it doesn’t feel restrictive.,True,8,2024-06-28T04:07:40.987221+00:00
76de0c0d-6657-48fe-bc42-717b825b9a21,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,Taylor X.,4,Looks even better in person,Really happy with this purchase. The material feels thick and premium and it’s comfortable for training sessions. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,0,2024-06-12T04:06:40.987235+00:00
ec31326f-4d75-4aa3-af58-126705c52932,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,Zoe L.,5,Solid everyday piece,Really happy with this purchase. The material feels soft and it’s comfortable for the gym. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,3,2024-04-28T16:15:40.987250+00:00
96f19de9-bb3a-439f-9d81-e1eae01ef0ec,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,Taylor T.,5,Great quality for the price,Really happy with this purchase. The material feels lightweight and it’s comfortable for the gym. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,4,2024-02-15T03:09:40.987265+00:00
48ee7a4a-d55e-4017-a0b3-9467e7b4b9b3,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,Mia H.,5,Looks even better in person,Really happy with this purchase. The material feels comfortable and it’s comfortable for running errands. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,9,2024-10-30T20:33:40.987279+00:00
e3a719e7-4d25-4360-b6ea-0dcb08e298e9,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,Ethan H.,5,My new favorite,"I was a bit skeptical at first, but it exceeded my expectations. Great details, nice stitching, and it’s nice and flexible. Great for workouts and it doesn’t feel restrictive.",True,2,2024-07-25T12:00:40.987292+00:00
56360e78-b000-4cb0-bbc1-eb96f3d2d169,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,Samantha O.,3,Worth it,Fits as expected and feels great on the skin. Works well both for weekend trips and everyday wear. No issues after washing. Great for workouts and it doesn’t feel restrictive.,True,1,2025-06-01T16:35:40.987306+00:00
a27673c6-0339-4b5a-a69e-9375076bf2bf,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,Aiden O.,5,Perfect fit and super comfortable,Really happy with this purchase. The material feels comfortable and it’s comfortable for training sessions. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,16,2025-03-05T18:07:40.987319+00:00
510c3765-6386-4a53-a257-02f54c166346,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,Mia J.,5,Perfect fit and super comfortable,I’ve worn it a few times now and it still looks new. The fabric feels comfortable and the fit is regular. Would buy again. Great for workouts and it doesn’t feel restrictive.,True,0,2024-05-18T01:24:40.987333+00:00
c15ea29b-c177-47c3-9f8e-ac49ad878d34,4e6236ab-7a60-4a8c-9d7e-b99c48285a27,Nina X.,4,Worth it,Fits as expected and feels great on the skin. Works well both for work and everyday wear. I’m considering getting another color. Great for workouts and it doesn’t feel restrictive.,True,8,2025-04-03T17:49:40.987347+00:00
2379387a-b78a-4e01-83c8-2027e941839d,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Ava M.,5,Perfect fit and super comfortable,The color is true to the photos and the construction feels premium. I’d recommend it if you want something minimal and clean. Great for workouts and it doesn’t feel restrictive.,True,1,2024-12-24T00:58:40.987378+00:00
e5edf947-b9ba-4b3b-8a6c-d175e1f69f8e,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Ava S.,5,Looks even better in person,I’ve worn it a few times now and it still looks new. The fabric feels smooth and the fit is true to size. Would buy again. Great for workouts and it doesn’t feel restrictive.,True,3,2025-08-03T14:29:40.987394+00:00
666b9788-0cde-4b11-8f65-5ef3c0756d5c,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Ava Y.,4,Nice fabric and stitching,Fits as expected and feels great on the skin. Works well both for running errands and everyday wear. The cut is flattering. Great for workouts and it doesn’t feel restrictive.,True,12,2024-10-18T19:48:40.987419+00:00
36fa864c-86d4-4558-86c9-38c16141d826,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Jordan F.,5,Great quality for the price,I’ve worn it a few times now and it still looks new. The fabric feels smooth and the fit is true to size. Would buy again. Great for workouts and it doesn’t feel restrictive.,True,9,2025-10-26T14:05:40.987433+00:00
b465a4d3-de4d-4847-abf4-1627f66091d9,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Aiden U.,3,Comfortable and breathable,Really happy with this purchase. The material feels comfortable and it’s comfortable for daily wear. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,5,2024-10-13T17:13:40.987448+00:00
36359d27-8a28-43ee-9599-39ef8863c717,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Dylan P.,5,My new favorite,Really happy with this purchase. The material feels breathable and it’s comfortable for the gym. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,False,0,2024-04-23T17:49:40.987481+00:00
1a1e6b8f-aefd-4527-9c76-9c7cb3e933d8,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Nina K.,4,Great quality for the price,"I was a bit skeptical at first, but it exceeded my expectations. Great details, nice stitching, and it’s very breathable. Great for workouts and it doesn’t feel restrictive.",True,7,2025-10-25T13:56:40.987505+00:00
376e6395-3569-4a50-96ce-5e45e170cecc,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Olivia A.,5,Nice fabric and stitching,"I was a bit skeptical at first, but it exceeded my expectations. Great details, nice stitching, and it’s surprisingly comfortable. Great for workouts and it doesn’t feel restrictive.",True,14,2025-01-05T15:05:40.987537+00:00
25b12cd2-62de-4cb8-8a9d-802523662728,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Olivia P.,5,Perfect fit and super comfortable,Really happy with this purchase. The material feels smooth and it’s comfortable for work. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,3,2024-12-31T01:46:40.987554+00:00
ae014ca9-4c45-4c56-8aab-063a6c36db62,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Zoe Z.,5,My new favorite,I’ve worn it a few times now and it still looks new. The fabric feels comfortable and the fit is true to size. Would buy again. Great for workouts and it doesn’t feel restrictive.,False,9,2025-03-12T01:47:40.987596+00:00
d0debfd0-6aa5-4c00-9252-29f57d43f51b,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Jordan K.,3,Worth it,The color is true to the photos and the construction feels premium. I’d recommend it if you want something well put together. Great for workouts and it doesn’t feel restrictive.,True,4,2025-09-07T12:41:40.987610+00:00
4115c357-dd5b-41d8-bccd-6c7e750f06d3,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Olivia M.,5,Looks even better in person,The color is true to the photos and the construction feels premium. I’d recommend it if you want something easy to style. Great for workouts and it doesn’t feel restrictive.,False,15,2025-07-07T17:16:40.987624+00:00
15030042-445f-498d-a7b2-94182377ced5,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Zoe K.,5,Nice fabric and stitching,I’ve worn it a few times now and it still looks new. The fabric feels soft and the fit is relaxed. Would buy again. Great for workouts and it doesn’t feel restrictive.,True,0,2025-05-14T06:05:40.987638+00:00
bccebf9f-8cff-4f8a-a6dd-40d8164a9873,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Sophia Z.,4,Nice fabric and stitching,"I was a bit skeptical at first, but it exceeded my expectations. Great details, nice stitching, and it’s nice and flexible. Great for workouts and it doesn’t feel restrictive.",True,5,2024-02-09T12:26:40.987653+00:00
0682b5ef-54ba-4707-869c-02f7c8691b65,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Olivia H.,4,Perfect fit and super comfortable,The color is true to the photos and the construction feels premium. I’d recommend it if you want something sporty but not flashy. Great for workouts and it doesn’t feel restrictive.,True,2,2025-02-07T06:05:40.987666+00:00
cfe380f0-59e7-469c-8a31-6f528b993752,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Mia T.,5,Comfortable and breathable,I’ve worn it a few times now and it still looks new. The fabric feels breathable and the fit is relaxed. Would buy again. Great for workouts and it doesn’t feel restrictive.,True,3,2025-05-02T06:09:40.987680+00:00
6a4db2c9-667a-481e-a026-e96e6041a890,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Ava O.,3,My new favorite,"I was a bit skeptical at first, but it exceeded my expectations. Great details, nice stitching, and it’s nice and flexible. Great for workouts and it doesn’t feel restrictive.",True,10,2023-12-03T07:02:40.987693+00:00
8e72408c-c54e-481c-9109-6c6ec2fc4994,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Jordan A.,4,Perfect fit and super comfortable,Really happy with this purchase. The material feels lightweight and it’s comfortable for running errands. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,7,2023-12-17T04:17:40.987708+00:00
de7a4832-1b1e-4d16-9869-b55c8986c740,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Ava C.,5,Looks even better in person,"I was a bit skeptical at first, but it exceeded my expectations. Great details, nice stitching, and it’s warm without being heavy. Great for workouts and it doesn’t feel restrictive.",True,7,2024-12-29T07:24:40.987720+00:00
ebf69f01-ac62-4a11-8522-bc1a9063f949,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Olivia R.,5,Exactly what I needed,I’ve worn it a few times now and it still looks new. The fabric feels comfortable and the fit is true to size. Would buy again. Great for workouts and it doesn’t feel restrictive.,False,6,2024-10-25T13:55:40.987736+00:00
317cbf6d-4771-4565-9ea1-a3d003fe2319,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Jordan S.,4,Looks even better in person,"I was a bit skeptical at first, but it exceeded my expectations. Great details, nice stitching, and it’s very breathable. Great for workouts and it doesn’t feel restrictive.",True,11,2025-03-30T10:18:40.987749+00:00
e0336bb8-b599-4e1d-8ec3-2a4f9a5ec6b8,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Chris E.,5,Nice fabric and stitching,Fits as expected and feels great on the skin. Works well both for weekend trips and everyday wear. The cut is flattering. Great for workouts and it doesn’t feel restrictive.,True,2,2024-05-31T13:39:40.987772+00:00
84e5b625-d0a8-41b9-b5ad-6e1e1bb659ab,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Noah T.,5,Solid everyday piece,Fits as expected and feels great on the skin. Works well both for running errands and everyday wear. No issues after washing. Great for workouts and it doesn’t feel restrictive.,True,4,2025-04-28T21:00:40.987785+00:00
65b5b69b-a5c4-4dd0-abf6-46a8f51b1874,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Mia U.,5,Perfect fit and super comfortable,The color is true to the photos and the construction feels premium. I’d recommend it if you want something versatile. Great for workouts and it doesn’t feel restrictive.,False,5,2024-08-20T01:32:40.987798+00:00
afd74348-ad10-42b2-bf67-08f147a72dc8,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Taylor X.,4,Worth it,The color is true to the photos and the construction feels premium. I’d recommend it if you want something sporty but not flashy. Great for workouts and it doesn’t feel restrictive.,True,1,2024-08-18T14:32:40.987811+00:00
98568f91-d223-40ea-8b2b-776b919f2ff2,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Lucas A.,4,My new favorite,The color is true to the photos and the construction feels premium. I’d recommend it if you want something sporty but not flashy. Great for workouts and it doesn’t feel restrictive.,True,5,2024-12-04T08:29:40.987824+00:00
142d7ffa-29a0-4f9a-813f-23270d2795c1,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Samantha Z.,5,Looks even better in person,"I was a bit skeptical at first, but it exceeded my expectations. Great details, nice stitching, and it’s very breathable. Great for workouts and it doesn’t feel restrictive.",True,6,2024-07-20T09:38:40.987839+00:00
2a3afbc5-c0fd-4f66-a166-1d84aa1e360c,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Liam L.,5,My new favorite,Fits as expected and feels great on the skin. Works well both for running errands and everyday wear. No issues after washing. Great for workouts and it doesn’t feel restrictive.,True,10,2025-01-29T09:24:40.987857+00:00
809ad754-a7ce-4ff1-a3fc-b71257909d89,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Ethan G.,5,Looks even better in person,Really happy with this purchase. The material feels comfortable and it’s comfortable for daily wear. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,False,0,2024-11-29T15:39:40.987887+00:00
1018c50e-69ad-43fc-bf87-ea583953af72,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Ethan Z.,5,Looks even better in person,Really happy with this purchase. The material feels breathable and it’s comfortable for training sessions. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,9,2025-09-09T10:12:40.987906+00:00
2a7c3698-6450-43f0-9e79-66ce63bfdf08,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Jamie G.,5,"Good, but sizing runs a bit large",Really happy with this purchase. The material feels smooth and it’s comfortable for running errands. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,11,2024-05-31T13:47:40.987920+00:00
4574cf7f-e08b-488e-b054-592d86f28fda,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Jordan T.,5,Looks even better in person,"I was a bit skeptical at first, but it exceeded my expectations. Great details, nice stitching, and it’s very breathable. Great for workouts and it doesn’t feel restrictive.",True,2,2024-07-17T11:55:40.987935+00:00
2e3c586a-e066-424e-a79b-82d23f440de9,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Jamie A.,5,"Good, but sizing runs a bit small","I was a bit skeptical at first, but it exceeded my expectations. Great details, nice stitching, and it’s surprisingly comfortable. Great for workouts and it doesn’t feel restrictive.",True,9,2025-06-17T06:04:40.988008+00:00
8c39387c-983b-482f-bd78-16539afba993,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Emma N.,5,Looks even better in person,Really happy with this purchase. The material feels comfortable and it’s comfortable for the gym. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,True,0,2024-06-05T00:11:40.988034+00:00
cbf5db44-6040-4753-992f-b935cecce69b,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Lucas T.,4,Worth it,Fits as expected and feels great on the skin. Works well both for the gym and everyday wear. No issues after washing. Great for workouts and it doesn’t feel restrictive.,True,3,2024-11-20T15:21:40.988048+00:00
ee66ae96-38b4-40c4-bf76-27ddcf9d9566,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Jamie F.,5,Great quality for the price,Fits as expected and feels great on the skin. Works well both for training sessions and everyday wear. The cut is flattering. Great for workouts and it doesn’t feel restrictive.,True,10,2025-07-19T03:10:40.988062+00:00
da9acea5-8bc6-4816-9044-49abf2f6d1bd,172a8ebe-b048-4ac6-9a69-d767de3b83ac,Alex G.,5,Perfect fit and super comfortable,Really happy with this purchase. The material feels comfortable and it’s comfortable for daily wear. Shipping was quick too. Great for workouts and it doesn’t feel restrictive.,False,0,2024-04-23T10:37:40.988077+00:00
